package	x86_selection	r3_selection	triage	note	x86_version	r3_version	r3_makefile	depends	provides	conflicts	build_depends
etherwake	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	1.09-r5	1.09-r5	package/feeds/packages/etherwake/Makefile	+libc 			
etherwake-nfqueue	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	2019.09.28~f71c269b58585e93575fa3e9fcc1793806fb3080-r3	2019.09.28~f71c269b58585e93575fa3e9fcc1793806fb3080-r3	package/feeds/packages/etherwake-nfqueue/Makefile	+libc +libnetfilter-queue +nftables +kmod-nft-queue			
ethtool	m	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	6.11-r1	6.11-r1	package/network/utils/ethtool/Makefile	+libc 		ethtool-full	
ethtool-full	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	6.11-r1	6.11-r1	package/network/utils/ethtool/Makefile	+libc +libmnl	ethtool		
exfat-fsck	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	1.2.5-r1	1.2.5-r1	package/feeds/packages/exfatprogs/Makefile	+libc 			
exfat-mkfs	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	1.2.5-r1	1.2.5-r1	package/feeds/packages/exfatprogs/Makefile	+libc 			
fdisk	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2.40.2-r1	2.40.2-r1	package/utils/util-linux/Makefile	+libc +libblkid +libsmartcols +libfdisk +libncursesw			
filebrowser	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	2.43.0-r1	2.43.0-r1	package/feeds/packages/filebrowser/Makefile	+libc @(aarch64||arm||i386||i686||loongarch64||mips||mips64||mips64el||mipsel||riscv64||x86_64)			golang/host node/host node-pnpm/host
firewall4	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2024.12.18~18fc0ead19faf06b8ce7ec5be84957278e942dfa-r1	2024.12.18~18fc0ead19faf06b8ce7ec5be84957278e942dfa-r1	package/network/config/firewall4/Makefile	+libc +kmod-nft-core +kmod-nft-fib +kmod-nft-nat +nftables-json +ucode +ucode-mod-fs +ucode-mod-ubus +ucode-mod-uci	uci-firewall		
fontconfig	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	2.15.0-r1	2.15.0-r1	package/feeds/packages/fontconfig/Makefile	+libc +libpthread +libexpat +libfreetype			gperf/host
frpc	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	0.51.3-r1	0.51.3-r1	package/feeds/packages/frp/Makefile	+libc @(aarch64||arm||i386||i686||loongarch64||mips||mips64||mips64el||mipsel||riscv64||x86_64)			golang/host
fstools	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2024.07.14~408c2cc48e6694446c89da7f8121b399063e1067-r1	2024.07.14~408c2cc48e6694446c89da7f8121b399063e1067-r1	package/system/fstools/Makefile	+libc +ubox +NAND_SUPPORT:ubi-utils			util-linux
fuse3-utils	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	3.16.2-r1	3.16.2-r1	package/feeds/packages/fuse3/Makefile	+libc +libfuse3			
fwtool	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2019.11.12~8f7fe925ca205c8e8e2d0d1b16218c1e148d5173-r1	2019.11.12~8f7fe925ca205c8e8e2d0d1b16218c1e148d5173-r1	package/system/fwtool/Makefile	+libc 			fwtool/host
geoip-shell	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	0.5.2-r1	0.5.2-r1	package/feeds/packages/geoip-shell/Makefile	+libc +ca-bundle +kmod-nft-core +nftables +firewall4	geoip-shell		
geoipupdate	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	7.1.1-r1	7.1.1-r1	package/feeds/packages/geoipupdate/Makefile	+libc @(aarch64||arm||i386||i686||loongarch64||mips||mips64||mips64el||mipsel||riscv64||x86_64)			golang/host
geoview	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	0.1.10-r1	0.1.10-r1	package/feeds/packages/geoview/Makefile	+libc @(aarch64||arm||i386||i686||loongarch64||mips||mips64||mips64el||mipsel||riscv64||x86_64)			golang/host
getrandom	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2024.04.26~85f1053019caf4cd333795760950235ee4529ba7-r1	2024.04.26~85f1053019caf4cd333795760950235ee4529ba7-r1	package/system/ubox/Makefile	+libc 			
git	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	2.50.1-r1	2.50.1-r1	package/feeds/packages/git/Makefile	+libc +libopenssl +libpthread +librt +zlib			
glib2	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2.82.0-r1	2.82.0-r1	package/feeds/packages/glib2/Makefile	+libc +BUILD_NLS:libiconv-full +BUILD_NLS:libintl-full +zlib +libpthread +libffi +libattr +libpcre2			
go-nats	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	0.0.1-r1	0.0.1-r1	package/feeds/packages/go-nats/Makefile	+libc @(aarch64||arm||i386||i686||loongarch64||mips||mips64||mips64el||mipsel||riscv64||x86_64)			golang/host
grep	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	3.11-r1	3.11-r1	package/feeds/packages/grep/Makefile	+libc +libpcre2			
grub2	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	2.12-r1	2.12-r1	package/boot/grub2/Makefile	+libc @TARGET_x86			grub2/host
grub2-bios-setup	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	2.12-r1	2.12-r1	package/boot/grub2/Makefile	+libc @TARGET_x86			grub2/host
grub2-efi	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	2.12-r1	2.12-r1	package/boot/grub2/Makefile	+libc @TARGET_x86			grub2/host
gzip	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	1.14-r1	1.14-r1	package/feeds/packages/gzip/Makefile	+libc 			
haproxy	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	3.0.19-r1	3.0.25-r1	package/feeds/packages/haproxy/Makefile	+libc +libpcre2 +libltdl +zlib +libpthread +liblua5.3 +libopenssl +libncurses +libreadline +libatomic			
hostapd	y	n	wireless-review	依赖主线无线栈，不能作为 MTK 私有驱动管理组件直接套用	2024.09.15~5ace39b0a4cdbe18ddbc4e18f80ee3876233c20b-r2	2024.09.15~5ace39b0a4cdbe18ddbc4e18f80ee3876233c20b-r2	package/network/services/hostapd/Makefile	+libc +libnl-tiny +hostapd-common +ucode +libucode +ucode-mod-fs +ucode-mod-nl80211 +ucode-mod-rtnl +ucode-mod-ubus +ucode-mod-uloop +libubus +libblobmsg-json +libudebug	hostapd		
hostapd-basic	m	n	wireless-review	依赖主线无线栈，不能作为 MTK 私有驱动管理组件直接套用	2024.09.15~5ace39b0a4cdbe18ddbc4e18f80ee3876233c20b-r2	2024.09.15~5ace39b0a4cdbe18ddbc4e18f80ee3876233c20b-r2	package/network/services/hostapd/Makefile	+libc +libnl-tiny +hostapd-common +ucode +libucode +ucode-mod-fs +ucode-mod-nl80211 +ucode-mod-rtnl +ucode-mod-ubus +ucode-mod-uloop +libubus +libblobmsg-json +libudebug	hostapd	hostapd	
hostapd-basic-mbedtls	m	n	wireless-review	依赖主线无线栈，不能作为 MTK 私有驱动管理组件直接套用	2024.09.15~5ace39b0a4cdbe18ddbc4e18f80ee3876233c20b-r2	2024.09.15~5ace39b0a4cdbe18ddbc4e18f80ee3876233c20b-r2	package/network/services/hostapd/Makefile	+libc +libnl-tiny +hostapd-common +ucode +libucode +ucode-mod-fs +ucode-mod-nl80211 +ucode-mod-rtnl +ucode-mod-ubus +ucode-mod-uloop +libubus +libblobmsg-json +libudebug +PACKAGE_hostapd-basic-mbedtls:libmbedtls	hostapd	hostapd hostapd-basic hostapd-basic-openssl hostapd-basic-wolfssl	
hostapd-basic-openssl	m	n	wireless-review	依赖主线无线栈，不能作为 MTK 私有驱动管理组件直接套用	2024.09.15~5ace39b0a4cdbe18ddbc4e18f80ee3876233c20b-r2	2024.09.15~5ace39b0a4cdbe18ddbc4e18f80ee3876233c20b-r2	package/network/services/hostapd/Makefile	+libc +libnl-tiny +hostapd-common +ucode +libucode +ucode-mod-fs +ucode-mod-nl80211 +ucode-mod-rtnl +ucode-mod-ubus +ucode-mod-uloop +libubus +libblobmsg-json +libudebug +PACKAGE_hostapd-basic-openssl:libopenssl	hostapd	hostapd hostapd-basic	
hostapd-basic-wolfssl	m	n	wireless-review	依赖主线无线栈，不能作为 MTK 私有驱动管理组件直接套用	2024.09.15~5ace39b0a4cdbe18ddbc4e18f80ee3876233c20b-r2	2024.09.15~5ace39b0a4cdbe18ddbc4e18f80ee3876233c20b-r2	package/network/services/hostapd/Makefile	+libc +libnl-tiny +hostapd-common +ucode +libucode +ucode-mod-fs +ucode-mod-nl80211 +ucode-mod-rtnl +ucode-mod-ubus +ucode-mod-uloop +libubus +libblobmsg-json +libudebug +PACKAGE_hostapd-basic-wolfssl:libwolfssl	hostapd	hostapd hostapd-basic hostapd-basic-openssl	
hostapd-common	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2024.09.15~5ace39b0a4cdbe18ddbc4e18f80ee3876233c20b-r2	2024.09.15~5ace39b0a4cdbe18ddbc4e18f80ee3876233c20b-r2	package/network/services/hostapd/Makefile	+libc 			
hostapd-utils	y	n	wireless-review	依赖主线无线栈，不能作为 MTK 私有驱动管理组件直接套用	2024.09.15~5ace39b0a4cdbe18ddbc4e18f80ee3876233c20b-r2	2024.09.15~5ace39b0a4cdbe18ddbc4e18f80ee3876233c20b-r2	package/network/services/hostapd/Makefile	+libc @PACKAGE_hostapd||PACKAGE_hostapd-basic||PACKAGE_hostapd-basic-openssl||PACKAGE_hostapd-basic-wolfssl||PACKAGE_hostapd-basic-mbedtls||PACKAGE_hostapd-mini||PACKAGE_hostapd-openssl||PACKAGE_hostapd-wolfssl||PACKAGE_hostapd-mbedtls||PACKAGE_wpad||PACKAGE_wpad-mesh-openssl||PACKAGE_wpad-mesh-wolfssl||PACKAGE_wpad-mesh-mbedtls||PACKAGE_wpad-basic||PACKAGE_wpad-basic-openssl||PACKAGE_wpad-basic-wolfssl||PACKAGE_wpad-basic-mbedtls||PACKAGE_wpad-mini||PACKAGE_wpad-openssl||PACKAGE_wpad-wolfssl||PACKAGE_wpad-mbedtls			
hs20-client	m	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	2020.06.08~5a8b366233f5585e68a4ffbb604fbb4a848eb325-r10	2020.06.08~5a8b366233f5585e68a4ffbb604fbb4a848eb325-r10	package/feeds/packages/hs20/Makefile	+libc +hs20-common +libopenssl +libcurl +libxml2			
hs20-common	m	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	2020.06.08~5a8b366233f5585e68a4ffbb604fbb4a848eb325-r10	2020.06.08~5a8b366233f5585e68a4ffbb604fbb4a848eb325-r10	package/feeds/packages/hs20/Makefile	+libc 			
hs20-server	m	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	2020.06.08~5a8b366233f5585e68a4ffbb604fbb4a848eb325-r10	2020.06.08~5a8b366233f5585e68a4ffbb604fbb4a848eb325-r10	package/feeds/packages/hs20/Makefile	+libc +hs20-common +libopenssl +libsqlite3 +libxml2 +php8 +php8-cgi +php8-mod-xml +php8-mod-pdo-sqlite +openssl-util +sqlite3-cli +uhttpd +xxd			
htop	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	3.4.1-r1	3.4.1-r1	package/feeds/packages/htop/Makefile	+libc +libncurses			HTOP_LMSENSORS:lm-sensors
httping	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	3.5-r3	3.5-r3	package/feeds/packages/httping/Makefile	+libc +BUILD_NLS:libintl-full +libopenssl			
hwinfo	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	21.71-r4	21.71-r4	package/feeds/packages/hwinfo/Makefile	+libc +libuuid			hwinfo/host
hysteria	y	n	heavy-build	存在 aarch64 候选；关注工具链、下载和编译成本	2.6.5-r1	2.6.5-r1	package/feeds/packages/hysteria/Makefile	+libc @(aarch64||arm||i386||i686||loongarch64||mips||mips64||mips64el||mipsel||riscv64||x86_64) +ca-bundle			golang/host
i915-firmware	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	20241110-r2	20260221-r2	package/firmware/linux-firmware/Makefile	+libc +i915-firmware-dmc +i915-firmware-guc +i915-firmware-huc +i915-firmware-gsc			
i915-firmware-dmc	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	20241110-r2	20260221-r2	package/firmware/linux-firmware/Makefile	+libc 			
i915-firmware-gsc	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	20241110-r2	20260221-r2	package/firmware/linux-firmware/Makefile	+libc 			
i915-firmware-guc	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	20241110-r2	20260221-r2	package/firmware/linux-firmware/Makefile	+libc 			
i915-firmware-huc	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	20241110-r2	20260221-r2	package/firmware/linux-firmware/Makefile	+libc 			
ibt-firmware	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	20241110-r2	20260221-r2	package/firmware/linux-firmware/Makefile	+libc 			
igmpproxy	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	0.4-r1	0.4-r1	package/feeds/packages/igmpproxy/Makefile	+libc +USE_GLIBC:librt			
intel-microcode	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	20250211-r1	20250211-r1	package/firmware/intel-microcode/Makefile	+libc @TARGET_x86			iucode-tool/host
ip-bridge	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	6.11.0-r1	6.11.0-r1	package/network/utils/iproute2/Makefile	+libc +libnl-tiny +(PACKAGE_devlink||PACKAGE_rdma):libmnl			iptables
ip-full	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	6.11.0-r1	6.11.0-r1	package/network/utils/iproute2/Makefile	+libc +libnl-tiny +libbpf +(PACKAGE_devlink||PACKAGE_rdma):libmnl	ip		iptables
ip6tables-extra	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	1.8.10-r1	1.8.10-r1	package/network/utils/iptables/Makefile	+libc +libxtables +kmod-ip6tables-extra			
ip6tables-mod-fullconenat	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	2023.01.01~74c5e6f3c7faaf33ece451697537c81781781c20-r1	2023.01.01~74c5e6f3c7faaf33ece451697537c81781781c20-r1	package/network/utils/fullconenat/Makefile	+libc ip6tables +kmod-nf-nat6 +kmod-ipt-fullconenat +ip6tables-mod-nat			
ip6tables-mod-nat	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	1.8.10-r1	1.8.10-r1	package/network/utils/iptables/Makefile	+libc +libxtables +kmod-ipt-nat6			
ip6tables-nft	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	1.8.10-r1	1.8.10-r1	package/network/utils/iptables/Makefile	+libc @IPV6 +kmod-ip6tables +xtables-nft	ip6tables		
iperf3	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	3.17.1-r4	3.17.1-r4	package/feeds/packages/iperf3/Makefile	+libc +libiperf3			
ipset	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	7.21-r1	7.21-r1	package/network/utils/ipset/Makefile	+libc +kmod-ipt-ipset +libmnl +libipset			
ipset-dns	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	2017.10.08~ade2cf88e933f4f90451e0a6171f0aa4a523f989-r1	2017.10.08~ade2cf88e933f4f90451e0a6171f0aa4a523f989-r1	package/network/services/ipset-dns/Makefile	+libc +libmnl			
ipt2socks	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	1.1.4-r2	1.1.4-r2	package/feeds/packages/ipt2socks/Makefile	+libc 			
iptables-mod-conntrack-extra	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	1.8.10-r1	1.8.10-r1	package/network/utils/iptables/Makefile	+libc +libxtables +kmod-ipt-conntrack-extra			
iptables-mod-extra	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	1.8.10-r1	1.8.10-r1	package/network/utils/iptables/Makefile	+libc +libxtables +kmod-ipt-extra			
iptables-mod-filter	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	1.8.10-r1	1.8.10-r1	package/network/utils/iptables/Makefile	+libc +libxtables +kmod-ipt-filter			
iptables-mod-fullconenat	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	2023.01.01~74c5e6f3c7faaf33ece451697537c81781781c20-r1	2023.01.01~74c5e6f3c7faaf33ece451697537c81781781c20-r1	package/network/utils/fullconenat/Makefile	+libc +iptables +kmod-ipt-fullconenat			
iptables-mod-geoip	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	3.26-r1	3.26-r1	package/feeds/packages/xtables-addons/Makefile	+libc iptables +kmod-ipt-geoip			iptables
iptables-mod-ipopt	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	1.8.10-r1	1.8.10-r1	package/network/utils/iptables/Makefile	+libc +libxtables +kmod-ipt-ipopt			
iptables-mod-nat-extra	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	1.8.10-r1	1.8.10-r1	package/network/utils/iptables/Makefile	+libc +libxtables +kmod-ipt-nat-extra			
iptables-mod-nfqueue	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	1.8.10-r1	1.8.10-r1	package/network/utils/iptables/Makefile	+libc +libxtables +kmod-nfnetlink-queue +kmod-ipt-nfqueue			
